x,N
4.347826086956521863e+02,8.918000000000000000e+03
1.304347826086956502e+03,3.032494849921087734e+05
2.173913043478260988e+03,5.701485864459084114e+05
3.043478260869565020e+03,8.137891596231342992e+05
3.913043478260869961e+03,1.033354057655899436e+06
4.782608695652173992e+03,1.223872550205625594e+06
5.652173913043478024e+03,1.382930421305763535e+06
6.521739130434782965e+03,1.511784212108318461e+06
7.391304347826086996e+03,1.613769110520847142e+06
8.260869565217391937e+03,1.692615837559436448e+06
9.130434782608695969e+03,1.752193580093776109e+06
1.000000000000000000e+04,1.796064227383563062e+06
1.086956521739130403e+04,1.827119446927988902e+06
1.173913043478260806e+04,1.847965347052677535e+06
1.260869565217391391e+04,1.860735050806617364e+06
1.347826086956521794e+04,1.867122854197503999e+06
1.434782608695652198e+04,1.868462791479716310e+06
1.521739130434782601e+04,1.865812031404947164e+06
1.608695652173913186e+04,1.860009308133593993e+06
1.695652173913043589e+04,1.851720503555170493e+06
1.782608695652173992e+04,1.841478182543590665e+06
1.869565217391304395e+04,1.829709993590071099e+06
1.956521739130434798e+04,1.816765011422840878e+06
2.043478260869565202e+04,1.802933038901640801e+06
2.130434782608695605e+04,1.788455038087511435e+06
2.217391304347826008e+04,1.773527095088070491e+06
2.304347826086956775e+04,1.758300128509978065e+06
2.391304347826087178e+04,1.742897378847548505e+06
2.478260869565217581e+04,1.727377063298615394e+06
2.565217391304347984e+04,1.711748173777885502e+06
2.652173913043478387e+04,1.696063182321782457e+06
2.739130434782608791e+04,1.680481693783606403e+06
2.826086956521739194e+04,1.665097924171233317e+06
2.913043478260869597e+04,1.649559864454836817e+06
3.000000000000000000e+04,1.632847117784147151e+06
3.086956521739130403e+04,1.617134667972262250e+06
3.173913043478260806e+04,1.602838663940642029e+06
3.260869565217391209e+04,1.588701649020402459e+06
3.347826086956521613e+04,1.574387068709674058e+06
3.434782608695652743e+04,1.559596099174691597e+06
3.521739130434782419e+04,1.542900809551003622e+06
3.608695652173913550e+04,1.517157063392930431e+06
3.695652173913043225e+04,1.458796182130738860e+06
3.782608695652174356e+04,1.372307122165045002e+06
3.869565217391304031e+04,1.308041248817024520e+06
3.956521739130435162e+04,1.267671920711370418e+06
4.043478260869564838e+04,1.242260917925316142e+06
4.130434782608695969e+04,1.226405043492230354e+06
4.217391304347825644e+04,1.216936162105633179e+06
4.304347826086956775e+04,1.211902328713863157e+06
4.391304347826086450e+04,1.210044281189055648e+06
4.478260869565217581e+04,1.210517240455083782e+06
4.565217391304347257e+04,1.212738413976626471e+06
4.652173913043478387e+04,1.216297210251736222e+06
4.739130434782609518e+04,1.220899572465880075e+06
4.826086956521739194e+04,1.226332280238631880e+06
4.913043478260870324e+04,1.232439314306471264e+06
5.000000000000000000e+04,1.239105791328219464e+06
5.086956521739131131e+04,1.246246808033340843e+06
5.173913043478260806e+04,1.253799559042276349e+06
5.260869565217391937e+04,1.261717689336766023e+06
5.347826086956521613e+04,1.269967202219780767e+06
5.434782608695652743e+04,1.278523467808882240e+06
5.521739130434782419e+04,1.287369020833777729e+06
5.608695652173913550e+04,1.296491931024478748e+06
5.695652173913043225e+04,1.305884592933640582e+06
5.782608695652174356e+04,1.315542825612990651e+06
5.869565217391304031e+04,1.325465202944434248e+06
5.956521739130435162e+04,1.335652556913805893e+06
6.043478260869564838e+04,1.346107611500764498e+06
6.130434782608695969e+04,1.356834715992813697e+06
6.217391304347825644e+04,1.367839654665103881e+06
6.304347826086956775e+04,1.379129515759667149e+06
6.391304347826086450e+04,1.390712607147914590e+06
6.478260869565217581e+04,1.402598409392340807e+06
6.565217391304348712e+04,1.414797559440745972e+06
6.652173913043478387e+04,1.427321860108894994e+06
6.739130434782608063e+04,1.440184311995307915e+06
6.826086956521739194e+04,1.453399165643974440e+06
6.913043478260870324e+04,1.466981992715721950e+06
7.000000000000000000e+04,1.480949775714178802e+06
7.086956521739129676e+04,1.495321016489687609e+06
7.173913043478260806e+04,1.510115864355658414e+06
7.260869565217391937e+04,1.525356265229967656e+06
7.347826086956521613e+04,1.541066133787916973e+06
7.434782608695651288e+04,1.557271551208329154e+06
7.521739130434783874e+04,1.574000991733929142e+06
7.608695652173913550e+04,1.591285581974319182e+06
7.695652173913043225e+04,1.609159397677130299e+06
7.782608695652174356e+04,1.627659803603833541e+06
7.869565217391305487e+04,1.646827843193865614e+06
7.956521739130435162e+04,1.666708685906706378e+06
8.043478260869564838e+04,1.687352141514455667e+06
8.130434782608695969e+04,1.708813252187072067e+06
8.217391304347827099e+04,1.731152974960532971e+06
8.304347826086956775e+04,1.754438969062770950e+06
8.391304347826086450e+04,1.778746504488564795e+06
8.478260869565217581e+04,1.804159509948329767e+06
8.565217391304348712e+04,1.830771779457206838e+06
8.652173913043478387e+04,1.858688356634126045e+06
8.739130434782608063e+04,1.888027112913098885e+06
8.826086956521739194e+04,1.918920527984499931e+06
8.913043478260870324e+04,1.951517663773079636e+06
9.000000000000000000e+04,1.985986289939843351e+06
9.086956521739129676e+04,2.022515056707204087e+06
9.173913043478260806e+04,2.061315497741394909e+06
9.260869565217391937e+04,2.102623443230398465e+06
9.347826086956521613e+04,2.146699063226408791e+06
9.434782608695652743e+04,2.193824124656958040e+06
9.521739130434783874e+04,2.244293925290556625e+06
9.608695652173913550e+04,2.298399413402175065e+06
9.695652173913043225e+04,2.356391647120223846e+06
9.782608695652174356e+04,2.418415181458089966e+06
9.869565217391305487e+04,2.484388373915215954e+06
9.956521739130435162e+04,2.553797365973304491e+06
