x,N
3.546099290780142042e+02,8.918000000000000000e+03
1.063829787234042669e+03,2.637862527373443590e+05
1.773049645390070964e+03,5.015395902047494310e+05
2.482269503546099259e+03,7.208793453403138556e+05
3.191489361702128008e+03,9.191823797054267488e+05
3.900709219858156303e+03,1.095056916000358295e+06
4.609929078014184597e+03,1.247748610647961497e+06
5.319148936170213346e+03,1.377577821733994642e+06
6.028368794326241186e+03,1.486588647423778195e+06
6.737588652482269936e+03,1.577401951382307569e+06
7.446808510638298685e+03,1.652700262742189458e+06
8.156028368794326525e+03,1.714743887523529818e+06
8.865248226950356184e+03,1.766108885941927554e+06
9.574468085106382205e+03,1.808286956448172918e+06
1.028368794326241186e+04,1.841393381719480036e+06
1.099290780141844152e+04,1.866151779392047087e+06
1.170212765957446754e+04,1.884859912267436972e+06
1.241134751773049720e+04,1.899810611184541602e+06
1.312056737588652686e+04,1.912322196127281524e+06
1.382978723404255288e+04,1.921478338109918870e+06
1.453900709219858254e+04,1.925589905518088955e+06
1.524822695035461220e+04,1.925446542450564913e+06
1.595744680851063822e+04,1.923773256549025653e+06
1.666666666666666788e+04,1.920304850146021228e+06
1.737588652482269390e+04,1.915312023488454521e+06
1.808510638297872356e+04,1.909414677633485058e+06
1.879432624113475322e+04,1.902006363349301042e+06
1.950354609929078288e+04,1.892727662424001144e+06
2.021276595744680890e+04,1.881946510889453813e+06
2.092198581560283856e+04,1.869715822469796054e+06
2.163120567375886458e+04,1.855321231682842365e+06
2.234042553191489424e+04,1.840917672858558130e+06
2.304964539007092390e+04,1.826878800915871980e+06
2.375886524822695355e+04,1.812745697807359975e+06
2.446808510638297957e+04,1.798449379475499038e+06
2.517730496453900923e+04,1.783824026986612007e+06
2.588652482269503525e+04,1.768741249936247244e+06
2.659574468085106491e+04,1.753296888221405447e+06
2.730496453900709457e+04,1.738941613671731669e+06
2.801418439716312423e+04,1.725706585409793770e+06
2.872340425531915025e+04,1.713933258967587259e+06
2.943262411347517991e+04,1.703018522248500492e+06
3.014184397163120593e+04,1.692476004007002804e+06
3.085106382978723559e+04,1.681481132326690713e+06
3.156028368794326525e+04,1.669212566426463658e+06
3.226950354609929491e+04,1.655539482931788778e+06
3.297872340425531729e+04,1.640857945337326033e+06
3.368794326241135423e+04,1.626251405258563813e+06
3.439716312056737661e+04,1.612066913096745731e+06
3.510638297872340627e+04,1.598058675014697947e+06
3.581560283687943593e+04,1.584264336152902339e+06
3.652482269503545831e+04,1.570842355901113711e+06
3.723404255319149524e+04,1.557944481352200266e+06
3.794326241134751763e+04,1.545584485661056126e+06
3.865248226950355456e+04,1.533673822958661476e+06
3.936170212765957695e+04,1.522077728520238306e+06
4.007092198581559933e+04,1.510624771119860932e+06
4.078014184397163626e+04,1.499121442748647882e+06
4.148936170212765865e+04,1.487375514644526178e+06
4.219858156028369558e+04,1.475152470853290521e+06
4.290780141843971796e+04,1.461538680210403865e+06
4.361702127659574762e+04,1.444158043367810780e+06
4.432624113475177728e+04,1.420721034567761468e+06
4.503546099290779966e+04,1.389009321941860719e+06
4.574468085106383660e+04,1.344881191779213957e+06
4.645390070921985898e+04,1.297668793912049849e+06
4.716312056737588864e+04,1.255618463977121050e+06
4.787234042553191830e+04,1.223751003287387779e+06
4.858156028368794068e+04,1.201470966903179185e+06
4.929078014184397762e+04,1.186235178750814637e+06
5.000000000000000000e+04,1.176147239883809583e+06
5.070921985815603693e+04,1.169909036071340786e+06
5.141843971631205932e+04,1.166460269865283277e+06
5.212765957446808170e+04,1.165148993140529143e+06
5.283687943262411864e+04,1.165928574990726542e+06
5.354609929078014102e+04,1.169121593375638360e+06
5.425531914893617795e+04,1.175028255926973652e+06
5.496453900709220034e+04,1.183685836166018387e+06
5.567375886524822999e+04,1.194946967835149029e+06
5.638297872340425965e+04,1.208736580027244985e+06
5.709219858156028204e+04,1.224982662588889943e+06
5.780141843971631897e+04,1.243230541724170325e+06
5.851063829787234135e+04,1.262422666736702435e+06
5.921985815602837829e+04,1.281151523490939988e+06
5.992907801418440067e+04,1.298282905700056115e+06
6.063829787234042305e+04,1.313461783215485513e+06
6.134751773049645999e+04,1.327028292904149275e+06
6.205673758865248237e+04,1.339401573517804267e+06
6.276595744680851931e+04,1.350751061486583669e+06
6.347517730496454169e+04,1.361452530390058411e+06
6.418439716312057135e+04,1.372521409986289218e+06
6.489361702127660101e+04,1.385089971572607290e+06
6.560283687943263794e+04,1.399565385813560570e+06
6.631205673758866033e+04,1.415634331782608293e+06
6.702127659574468271e+04,1.432839246261057211e+06
6.773049645390070509e+04,1.450835373209781712e+06
6.843971631205674203e+04,1.469205765768332873e+06
6.914893617021277896e+04,1.487269097292972496e+06
6.985815602836880134e+04,1.504281726945103612e+06
7.056737588652482373e+04,1.519942483397173462e+06
7.127659574468084611e+04,1.534585276256466284e+06
7.198581560283688304e+04,1.548747308784867404e+06
7.269503546099291998e+04,1.562836009429633617e+06
7.340425531914894236e+04,1.577396253683288116e+06
7.411347517730496475e+04,1.593192034467151389e+06
7.482269503546098713e+04,1.610667713440395426e+06
7.553191489361702406e+04,1.629516357526547508e+06
7.624113475177306100e+04,1.648943667084705317e+06
7.695035460992908338e+04,1.668431148477551760e+06
7.765957446808510576e+04,1.688216124642657349e+06
7.836879432624114270e+04,1.708959243142231368e+06
7.907801418439716508e+04,1.731115056056464557e+06
7.978723404255320202e+04,1.754465663724020123e+06
8.049645390070922440e+04,1.777961071975664003e+06
8.120567375886524678e+04,1.800277964673643233e+06
8.191489361702128372e+04,1.820721030483581359e+06
8.262411347517730610e+04,1.839662514243826270e+06
8.333333333333334303e+04,1.858103323819658952e+06
8.404255319148936542e+04,1.876587440583268180e+06
8.475177304964538780e+04,1.894671935114559019e+06
8.546099290780142474e+04,1.911486264922422124e+06
8.617021276595746167e+04,1.926502407614010619e+06
8.687943262411348405e+04,1.939928549185866490e+06
8.758865248226950644e+04,1.952890998216490960e+06
8.829787234042552882e+04,1.967337393835681258e+06
8.900709219858156575e+04,1.985279164691108512e+06
8.971631205673760269e+04,2.007883577948165359e+06
9.042553191489362507e+04,2.035251992860484170e+06
9.113475177304964745e+04,2.066868243604525458e+06
9.184397163120566984e+04,2.101750764724815264e+06
9.255319148936170677e+04,2.138547762241684366e+06
9.326241134751774371e+04,2.176984079445770476e+06
9.397163120567376609e+04,2.219018301146918908e+06
9.468085106382978847e+04,2.266632176463163923e+06
9.539007092198581086e+04,2.318908370011113118e+06
9.609929078014184779e+04,2.373426570099011529e+06
9.680851063829788473e+04,2.428455726390087511e+06
9.751773049645390711e+04,2.483121924784622155e+06
9.822695035460992949e+04,2.537414449561366346e+06
9.893617021276596643e+04,2.592336423206644133e+06
9.964539007092198881e+04,2.648921045615864918e+06
