x,N
3.546099290780142042e+02,8.918000000000000000e+03
1.063829787234042669e+03,2.625950760499325115e+05
1.773049645390070964e+03,5.000328032264993526e+05
2.482269503546099259e+03,7.225178861444293289e+05
3.191489361702128008e+03,9.301826351990764961e+05
3.900709219858156303e+03,1.121942067319961032e+06
4.609929078014184597e+03,1.295745856990653323e+06
5.319148936170213346e+03,1.449612497300517047e+06
6.028368794326241186e+03,1.582412246044918662e+06
6.737588652482269936e+03,1.693891052918953355e+06
7.446808510638298685e+03,1.784800741016927641e+06
8.156028368794326525e+03,1.856951134475453990e+06
8.865248226950356184e+03,1.912878625012842240e+06
9.574468085106382205e+03,1.955357308667906094e+06
1.028368794326241186e+04,1.987021282467264216e+06
1.099290780141844152e+04,2.010136595286312979e+06
1.170212765957446754e+04,2.026551996770764934e+06
1.241134751773049720e+04,2.037706160853860201e+06
1.312056737588652686e+04,2.044709588073274354e+06
1.382978723404255288e+04,2.048418460504835472e+06
1.453900709219858254e+04,2.049497663932306226e+06
1.524822695035461220e+04,2.048463054954129504e+06
1.595744680851063822e+04,2.045716003204701468e+06
1.666666666666666788e+04,2.041564832088931929e+06
1.737588652482269390e+04,2.036261544214554364e+06
1.808510638297872356e+04,2.030002155118628638e+06
1.879432624113475322e+04,2.022971289689718047e+06
1.950354609929078288e+04,2.015322769673670176e+06
2.021276595744680890e+04,2.007183139406639384e+06
2.092198581560283856e+04,1.998660286326811183e+06
2.163120567375886458e+04,1.989846244947650004e+06
2.234042553191489424e+04,1.980820355013208464e+06
2.304964539007092390e+04,1.971652781078620814e+06
2.375886524822695355e+04,1.962407077637781855e+06
2.446808510638297957e+04,1.953141444337925874e+06
2.517730496453900923e+04,1.943908663892298704e+06
2.588652482269503525e+04,1.934755045945271850e+06
2.659574468085106491e+04,1.925719595924580004e+06
2.730496453900709457e+04,1.916831854110073065e+06
2.801418439716312423e+04,1.908110065834799781e+06
2.872340425531915025e+04,1.899564826854387531e+06
2.943262411347517991e+04,1.891205297982213786e+06
3.014184397163120593e+04,1.883033639181988547e+06
3.085106382978723559e+04,1.875047407885659020e+06
3.156028368794326525e+04,1.867245059713239316e+06
3.226950354609929491e+04,1.859626685049319640e+06
3.297872340425531729e+04,1.852192624897867907e+06
3.368794326241135423e+04,1.844944187747436808e+06
3.439716312056737661e+04,1.837883701457811287e+06
3.510638297872340627e+04,1.831014599556359230e+06
3.581560283687943593e+04,1.824342340143509908e+06
3.652482269503545831e+04,1.817872386089537526e+06
3.723404255319149524e+04,1.811609872305935016e+06
3.794326241134751763e+04,1.805560538858915912e+06
3.865248226950355456e+04,1.799731003990306752e+06
3.936170212765957695e+04,1.794127965677333996e+06
4.007092198581559933e+04,1.788759814706234727e+06
4.078014184397163626e+04,1.783637132126133423e+06
4.148936170212765865e+04,1.778768670585123589e+06
4.219858156028369558e+04,1.774164942001742311e+06
4.290780141843971796e+04,1.769835203313190956e+06
4.361702127659574762e+04,1.765787577287842752e+06
4.432624113475177728e+04,1.762030706441201037e+06
4.503546099290779966e+04,1.758575683801638894e+06
4.574468085106383660e+04,1.755438007342911325e+06
4.645390070921985898e+04,1.752625147743215552e+06
4.716312056737588864e+04,1.750148258949007140e+06
4.787234042553191830e+04,1.748022333591377595e+06
4.858156028368794068e+04,1.746266874853575369e+06
4.929078014184397762e+04,1.744913309089403134e+06
5.000000000000000000e+04,1.743980002026071073e+06
5.070921985815603693e+04,1.743477229859488783e+06
5.141843971631205932e+04,1.743412021539397305e+06
5.212765957446808170e+04,1.743787582884352189e+06
5.283687943262411864e+04,1.744603697664591484e+06
5.354609929078014102e+04,1.745857075855791802e+06
5.425531914893617795e+04,1.747538109569325577e+06
5.496453900709220034e+04,1.749612926140236901e+06
5.567375886524822999e+04,1.751989378845447907e+06
5.638297872340425965e+04,1.754446656886543846e+06
5.709219858156028204e+04,1.756328345419181511e+06
5.780141843971631897e+04,1.757463595073355595e+06
5.851063829787234135e+04,1.760895141650795704e+06
5.921985815602837829e+04,1.769927767495078035e+06
5.992907801418440067e+04,1.786988486326128710e+06
6.063829787234042305e+04,1.813527653207192430e+06
6.134751773049645999e+04,1.849633462151646614e+06
6.205673758865248237e+04,1.911130292746405117e+06
6.276595744680851931e+04,1.979592001596691320e+06
6.347517730496454169e+04,2.049592685468066251e+06
6.418439716312057135e+04,2.119714867449914105e+06
6.489361702127660101e+04,2.189703038094409741e+06
6.560283687943263794e+04,2.259484339687137399e+06
6.631205673758866033e+04,2.329024255777123850e+06
6.702127659574468271e+04,2.398305233546453994e+06
6.773049645390070509e+04,2.467319296722184867e+06
6.843971631205674203e+04,2.536064065459113102e+06
6.914893617021277896e+04,2.604540483671511989e+06
6.985815602836880134e+04,2.672751489276159555e+06
7.056737588652482373e+04,2.740701343764513265e+06
7.127659574468084611e+04,2.808395528054716066e+06
7.198581560283688304e+04,2.875845934135385323e+06
7.269503546099291998e+04,2.943063245000191964e+06
7.340425531914894236e+04,3.010052191287668422e+06
7.411347517730496475e+04,3.076811122154137120e+06
7.482269503546098713e+04,3.143335537684947718e+06
7.553191489361702406e+04,3.209620884569988120e+06
7.624113475177306100e+04,3.275663518029436003e+06
7.695035460992908338e+04,3.341460904353886843e+06
7.765957446808510576e+04,3.407011574662901927e+06
7.836879432624114270e+04,3.472314999378389679e+06
7.907801418439716508e+04,3.537371443095552735e+06
7.978723404255320202e+04,3.602181822563540656e+06
8.049645390070922440e+04,3.666747576364029665e+06
8.120567375886524678e+04,3.731070548778919503e+06
8.191489361702128372e+04,3.795152887288582046e+06
8.262411347517730610e+04,3.858996948240554426e+06
8.333333333333334303e+04,3.922605231641039252e+06
8.404255319148936542e+04,3.985979855456949212e+06
8.475177304964538780e+04,4.049122257996150292e+06
8.546099290780142474e+04,4.112033961156633217e+06
8.617021276595746167e+04,4.174716620312993415e+06
8.687943262411348405e+04,4.237172074031212367e+06
8.758865248226950644e+04,4.299402384871628135e+06
8.829787234042552882e+04,4.361409872998161241e+06
8.900709219858156575e+04,4.423197139250925742e+06
8.971631205673760269e+04,4.484767073110262863e+06
9.042553191489362507e+04,4.546122841312476434e+06
9.113475177304964745e+04,4.607267854359720834e+06
9.184397163120566984e+04,4.668205710287081078e+06
9.255319148936170677e+04,4.728940117079309188e+06
9.326241134751774371e+04,4.789474796421497129e+06
9.397163120567376609e+04,4.849813371751947328e+06
9.468085106382978847e+04,4.909959242980884388e+06
9.539007092198581086e+04,4.969915449036969803e+06
9.609929078014184779e+04,5.029684517845073715e+06
9.680851063829788473e+04,5.089268301702380180e+06
9.751773049645390711e+04,5.148667796062799171e+06
9.822695035460992949e+04,5.207882951754968613e+06
9.893617021276596643e+04,5.266912553821596317e+06
9.964539007092198881e+04,5.325754413463053294e+06
